id,SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents,DebtRatio
9745,1,55,5,0,0,5400,1,0.675986
9746,0,50,0,0,0,8400,0,0.22664
9747,0,40,0,0,0,6600,2,0.334798
9748,1,37,0,3,0,3750,3,0.229272
9749,0,70,0,0,0,4666,0,0.006642
9750,1,60,0,0,0,3800,0,0.578006
9751,0,36,0,0,0,5500,1,0.287039
9752,0,49,0,0,0,9015,1,0.05701
9753,0,88,0,0,0,5500,0,0.375932
9754,0,66,0,0,0,NULL,NULL,778
9755,0,33,0,0,0,3000,0,0.173609
9756,0,53,0,0,0,NULL,0,0
9757,1,36,1,0,0,5250,2,0.408684
9758,0,60,0,0,0,NULL,0,4181
9759,0,63,0,0,0,9800,0,0.464646
9760,1,31,0,0,3,4000,0,0.106723
9761,0,58,0,0,0,3600,2,0.466259
9762,1,41,3,0,0,2500,1,1.116353
9763,0,55,0,0,1,4833,1,0.140877
9764,1,46,0,0,0,9417,3,0.719473
9765,0,65,0,0,0,NULL,0,966
9766,0,46,0,0,0,NULL,0,189
9767,1,38,0,0,1,2582,1,0.058072
9768,0,36,0,0,0,3000,0,0.754748
9769,0,48,1,0,0,7000,2,0.156549
9770,1,62,0,0,0,8500,1,0.191742
9771,0,56,0,0,0,11400,2,0.292518
9772,1,31,2,0,0,0,0,1413
9773,0,27,0,0,0,3200,0,0.203999
9774,1,42,0,1,0,2600,1,0.013072
9775,0,44,0,0,0,0,0,0
9776,0,74,0,0,0,8000,1,0.006499
9777,1,39,1,0,1,2742,2,0.35144
9778,1,51,0,0,1,5008,2,0.491915
9779,0,40,0,0,0,NULL,NULL,549
9780,0,40,0,0,0,8333,0,0.432565
9781,0,63,0,0,0,14003,1,0.112968
9782,0,58,1,0,2,NULL,0,352
9783,0,27,0,0,0,820,0,0.633374
9784,1,39,0,0,3,NULL,0,4208
9785,0,41,0,0,0,4200,5,0.677696
9786,0,50,0,0,0,6883,0,0.192766
9787,1,27,0,0,0,6000,0,0.012498
9788,0,55,0,0,0,6516,1,0.456345
9789,1,36,0,0,0,4100,2,1.352109
9790,0,39,0,0,0,2720,1,0.559721
9791,0,73,0,0,0,NULL,0,434
9792,0,47,0,0,0,5900,1,0.178953
9793,0,39,0,0,0,NULL,0,2254
9794,0,53,0,0,0,NULL,1,454
9795,1,40,6,0,1,6000,4,0.253124
9796,1,40,0,0,0,5800,0,0.741596
9797,1,44,0,0,0,3600,0,0.358512
9798,0,32,2,0,1,5408,0,0.374561
9799,1,53,1,0,0,2500,3,0.079968
9800,1,51,11,1,1,3685,0,0.534183
9801,0,47,0,0,1,5550,0,0.262655
9802,1,56,4,1,2,3178,0,0.078012
9803,1,42,3,1,1,3000,3,0.7994
9804,1,60,1,0,0,10073,0,0.5676
9805,0,33,0,0,0,NULL,0,90
9806,0,40,0,0,0,4900,2,0.205672
9807,0,39,0,0,0,4917,2,0.208418
9808,0,65,0,0,0,1800,0,0.606885
9809,0,76,0,0,0,NULL,0,15
9810,1,34,0,0,0,1500,0,0.216522
9811,0,55,1,0,0,NULL,0,459
9812,1,54,0,0,0,3181,0,0.904777
9813,1,33,0,0,0,7400,0,0.240913
9814,0,56,0,0,0,5758,1,0.233721
9815,1,51,0,0,0,5916,3,0.658104
9816,1,54,0,0,0,11250,0,1.061506
9817,0,56,0,0,0,NULL,1,2304
9818,0,68,0,0,0,6583,0,0.555286
9819,0,44,0,0,0,2734,2,0.648995
9820,0,40,0,0,0,NULL,1,2189
9821,0,43,2,0,0,4555,3,0.324407
9822,0,48,0,0,0,8709,3,0.853731
9823,0,41,0,0,0,10050,2,0.16277
9824,0,58,0,0,0,NULL,0,5050
9825,1,32,1,4,1,4400,3,0.169961
9826,1,62,1,0,0,NULL,1,3653
9827,0,68,0,0,0,13687,0,0.081531
9828,1,46,0,2,0,401,2,170.39801
9829,0,59,0,0,0,13500,0,0.336642
9830,0,41,0,0,0,6000,1,0.496417
9831,0,46,0,0,0,12454,2,0.298354
9832,0,58,0,0,0,12999,0,0.996154
9833,0,28,1,0,0,4200,0,0.155201
9834,0,81,0,0,0,NULL,0,75
9835,0,36,0,0,0,NULL,0,3915
9836,0,82,0,0,0,NULL,0,17
9837,0,78,0,0,0,2654,0,0.207156
9838,0,68,0,0,0,NULL,0,1483
9839,0,49,0,0,0,2916,1,0.483716
9840,0,51,0,0,0,5750,0,0.306381
9841,0,67,0,0,0,NULL,0,1824
9842,0,31,0,0,0,0,1,3162
9843,0,69,0,0,0,15000,1,0.270449
9844,0,62,0,0,0,1250,0,1.017586
9845,0,47,0,0,0,7962,1,0.470551
9846,0,58,1,0,0,NULL,0,3282
9847,0,83,0,0,0,10500,0,0.123798
9848,0,34,0,0,0,3050,1,0.368404
9849,0,35,0,0,0,2845,2,0
9850,0,52,0,0,0,4357,1,1.335016
9851,0,80,0,0,0,10060,0,0.003479
9852,0,45,0,0,0,9900,2,0.561862
9853,0,57,0,0,0,7000,0,0.959434
9854,0,48,0,4,0,5500,2,0.223959
9855,0,52,0,0,0,3500,0,0.023993
9856,0,62,2,0,0,NULL,0,4181
9857,0,31,0,0,0,500,0,0.123752
9858,0,69,0,0,0,3400,0,0.308439
9859,0,86,0,0,0,2725,1,0.028613
9860,0,49,0,0,0,7272,0,0.429534
9861,0,70,0,0,0,11000,0,0.056177
9862,0,66,0,0,0,4200,0,0.15901
9863,0,63,1,0,0,6001,0,0.701766
9864,0,53,0,0,0,5450,3,0.63071
9865,0,60,0,0,0,6754,1,0.295041
9866,0,50,0,0,0,37000,4,0.330207
9867,0,31,0,0,0,9555,0,0.423294
9868,0,53,0,0,0,5416,0,0.229832
9869,0,62,0,0,0,4400,0,0.824358
9870,0,41,0,0,0,2400,3,1.01541
9871,0,36,0,0,0,2000,1,0.56072
9872,0,89,0,0,0,4416,0,0.344578
9873,0,41,0,0,0,6400,2,0.436026
9874,0,24,0,0,0,820,0,0.634592
9875,0,78,0,0,0,2213,0,0.257001
9876,0,48,2,0,0,12500,0,0.516679
9877,0,80,0,0,0,7527,0,0.446865
9878,0,58,2,1,1,1200,0,1.278934
9879,0,76,0,0,0,7704,0,0.002466
9880,0,36,0,0,0,2380,0,0.02058
9881,0,61,0,0,0,5388,0,0.028206
9882,0,64,0,0,0,2900,0,0.588073
9883,0,49,0,0,0,0,1,1877
9884,0,67,0,0,0,12916,0,0.460246
9885,0,28,0,0,0,NULL,NULL,0
9886,0,57,0,0,0,NULL,NULL,5439
9887,0,51,1,0,0,NULL,0,1625
9888,0,32,0,0,0,2200,0,0.371649
9889,0,54,0,1,0,13900,2,0.311345
9890,0,33,0,0,0,4900,1,0.537441
9891,0,45,0,0,0,NULL,0,3107
9892,0,66,0,0,0,11600,1,0.046634
9893,0,66,0,1,0,3172,0,0.391428
9894,0,36,0,0,0,19950,1,0.318831
9895,0,51,0,0,0,5109,1,0.393542
9896,0,50,0,0,0,5011,2,0.351955
9897,0,46,0,0,0,13900,0,0.40141
9898,0,63,0,0,0,NULL,2,612
9899,0,38,2,1,1,3550,4,0.472543
9900,0,29,1,0,0,2090,0,0.168341
9901,0,41,0,0,0,9230,0,0.199762
9902,0,64,0,0,0,8636,1,0.214426
9903,0,62,2,0,0,5914,1,0.29366
9904,0,31,0,0,0,8256,0,0.332203
9905,0,57,0,0,0,1,0,2221.5
9906,0,64,0,0,0,10711,0,0.159354
9907,0,97,0,0,0,NULL,NULL,3
9908,0,54,0,0,0,NULL,2,2498
9909,0,44,0,0,0,5000,0,0.743051
9910,0,59,0,0,0,16026,0,0.27279
9911,0,54,0,0,0,NULL,0,807
9912,0,43,1,0,0,3666,2,0.603763
9913,0,54,1,0,0,NULL,3,3722
9914,0,40,1,2,0,3833,2,0.191706
9915,0,60,0,0,0,14083,0,0.392076
9916,0,43,0,0,0,3750,0,0.223407
9917,0,51,0,0,0,NULL,0,15
9918,0,47,0,0,0,7750,2,0.675784
9919,0,78,1,0,0,3000,0,0.257581
9920,0,44,0,0,0,9417,0,0.268316
9921,0,25,0,0,0,1000,0,0.162837
9922,0,62,0,0,0,6766,0,0.297325
9923,0,37,0,0,0,7236,3,0.177007
9924,0,28,0,0,0,3293,2,0.000911
9925,0,56,0,0,0,NULL,0,769
9926,0,46,0,0,0,2500,1,0.041583
9927,0,51,0,0,0,6583,0,0.099635
9928,0,37,0,0,0,24200,0,0.32354
9929,0,23,0,0,0,1681,0,0.291914
9930,0,53,0,0,0,11957,3,0.180883
9931,0,51,2,0,1,NULL,0,2332
9932,0,42,0,0,0,7416,3,0.5331
9933,0,54,0,0,0,2800,3,0.108533
9934,0,31,0,0,0,5250,0,0.383736
9935,0,45,1,0,0,6825,4,0.546294
9936,0,50,0,0,0,3750,0,0.002399
9937,0,81,2,0,0,15000,0,0.151523
9938,0,46,0,0,0,4700,1,0.278026
9939,0,51,0,1,0,6610,0,0.006051
9940,0,36,0,0,0,3000,1,0.785405
9941,0,43,0,0,0,10234,0,0.353884
9942,0,50,0,0,0,NULL,2,3243
9943,0,37,0,0,0,3858,1,0.637471
9944,0,49,0,0,0,NULL,NULL,562
9945,0,59,0,0,0,5000,2,0.419516
9946,0,59,1,0,0,5115,0,0.335614
9947,0,59,0,0,0,2408,1,0.581154
9948,0,47,0,0,0,14833,2,0.189902
9949,0,52,0,0,0,3100,2,0.127056
9950,0,38,0,0,0,5400,0,0.390113
9951,0,81,0,0,0,NULL,NULL,0
9952,0,56,0,0,0,2000,0,0.336832
9953,0,52,0,0,0,14792,0,0.407422
9954,0,82,0,0,0,800,0,0.465668
9955,0,72,0,0,0,NULL,0,430
9956,0,44,0,0,0,1500,3,0.607595
9957,0,36,0,0,0,9383,2,0.158781
9958,0,33,0,1,0,4333,1,0.158976
9959,0,50,0,0,1,9064,2,0.19305
9960,0,24,0,0,0,NULL,0,668
9961,0,56,0,0,0,4575,0,0.712194
9962,0,48,0,0,0,3082,0,0.376906
9963,0,50,0,0,0,31500,3,0.332053
9964,0,63,2,0,0,6083,0,0.610454
9965,0,36,1,0,0,2000,0,0.650675
9966,0,60,0,0,0,9633,1,0.365788
9967,0,79,0,0,0,9750,1,0.254641
9968,0,55,0,0,0,7166,1,0.369192
9969,0,56,0,0,0,6125,1,1.177277
9970,0,27,0,0,0,3250,0,0.437404
9971,0,55,0,0,0,3500,2,0.540703
9972,0,89,1,0,0,0,0,5
9973,0,42,0,0,0,8597,0,0.641196
9974,0,58,0,0,0,NULL,1,526
9975,0,32,0,0,0,NULL,0,1793
9976,0,26,0,0,0,1520,0,0.067061
9977,0,82,0,0,0,NULL,0,13
9978,0,66,1,1,0,NULL,0,2410
9979,0,60,0,0,0,8400,0,0.193786
9980,0,56,0,0,0,5449,0,0.142385
9981,0,51,0,0,0,10500,0,0.078373
9982,0,32,0,0,0,NULL,0,969
9983,0,40,0,0,0,9066,4,0.121319
9984,0,63,0,0,0,NULL,0,4627
9985,0,75,0,0,0,3800,0,0.012365
9986,0,67,0,0,0,NULL,0,22
9987,0,60,0,0,0,6000,0,0.565406
9988,0,62,0,0,0,19000,0,0.121836
9989,0,71,0,0,0,5115,0,0.42025
9990,0,28,0,0,0,4650,0,0.679854
9991,0,51,0,0,0,12499,0,0.47416
9992,0,45,0,2,0,2800,1,0.32417
9993,0,28,0,0,0,5118,1,0.092987
9994,0,36,0,0,0,NULL,3,2470
9995,0,31,0,0,0,5083,1,0.418961
9996,0,71,0,0,0,6915,1,0.008242
9997,0,36,1,0,0,4166,0,0.670506
9998,0,55,0,0,0,10500,0,0.477288
9999,0,56,0,0,0,9700,1,0.236574
10000,0,57,0,0,0,4333,1,0.428934
10001,0,49,0,0,0,4273,1,0.751521
10002,0,43,0,0,0,3500,0,0.488146
10003,0,54,0,0,0,NULL,NULL,48
10004,0,39,0,0,0,4150,0,0.459166
10005,0,51,0,0,0,NULL,1,1151
10006,0,36,0,0,0,2620,0,0.194964
10007,0,42,0,0,0,NULL,0,0
10008,0,36,0,0,0,NULL,NULL,777
10009,0,63,0,0,0,NULL,0,2646
10010,0,63,0,0,0,5489,0,0.454098
10011,0,46,0,0,0,5640,2,0.421202
10012,0,40,1,0,1,11666,2,0.221565
10013,0,58,0,0,0,9000,0,0.41351
10014,0,80,1,0,0,NULL,0,1589
10015,0,66,4,0,1,5666,0,0.477325
10016,0,73,0,0,0,4577,0,0.047401
10017,0,52,0,0,0,8926,2,0.257757
10018,0,50,0,0,0,13333,1,0.318734
10019,0,75,0,0,0,4900,0,0.238931
10020,0,48,0,0,0,3000,2,0.267911
10021,0,56,1,0,0,5544,2,0.088007
10022,0,77,0,0,0,6666,1,0.320084
10023,0,55,0,1,1,5323,2,0.167543
10024,0,82,0,0,0,NULL,0,162
10025,0,29,0,0,0,5166,0,0.053803
10026,0,64,0,0,0,8900,0,0.114706
10027,0,60,0,0,0,NULL,0,1042
10028,0,52,0,0,0,6316,1,0.31344
10029,0,55,0,0,0,NULL,0,6347
10030,0,54,0,0,0,12400,0,0.135554
10031,0,30,0,0,0,NULL,0,2235
10032,0,33,4,1,3,4800,2,0.647782
10033,0,47,0,0,0,9083,0,0.245927
10034,0,42,0,0,0,4500,3,0.469229
10035,0,62,0,0,0,3000,0,0.015661
10036,0,67,0,0,0,1500,0,0.32978
10037,0,71,0,0,0,13526,0,0.271383
10038,0,54,0,0,0,9450,1,0.425669
10039,0,55,0,0,0,8620,1,0.304141
10040,0,31,0,0,0,5900,0,0.531605
10041,0,48,0,0,0,4000,1,0.140215
10042,0,40,0,0,0,4900,2,0.059376
10043,0,82,0,0,0,26000,0,0.048229
10044,0,46,0,0,0,9000,3,0.100989
10045,0,64,0,0,0,14875,1,0.09438
10046,0,47,0,0,0,5166,0,0.711244
10047,0,43,0,0,0,6134,0,0.583863
10048,0,47,1,0,0,3308,3,0.526745
10049,0,42,0,0,0,8893,0,0.205082
10050,0,38,3,3,5,27800,2,0.210676
10051,0,29,0,0,1,2500,0,0.502999
10052,0,48,1,0,0,3104,1,0.419968
10053,0,70,0,0,0,10083,0,0.21311
10054,0,37,1,0,0,NULL,0,1898
10055,0,31,0,0,0,8000,2,0.261217
10056,0,30,0,0,0,5796,1,0.431603
10057,0,63,0,0,0,4001,1,0.030485
10058,0,68,0,0,0,3700,1,0.064577
10059,0,66,0,0,0,NULL,0,2686
10060,0,42,1,0,0,10090,2,0.3517
10061,0,68,0,0,0,4906,0,0.699205
10062,0,29,0,0,0,5541,0,0.299711
10063,0,37,0,0,0,4583,0,0.668848
10064,0,64,0,0,1,11900,0,0.088732
10065,0,56,1,0,0,1836,0,0.238432
10066,0,62,0,0,0,11409,1,0.353725
10067,0,84,0,0,0,NULL,NULL,0
10068,0,59,0,0,0,NULL,0,1164
10069,0,82,0,0,0,1498,1,0.202135
10070,0,70,0,0,0,NULL,0,4681
10071,0,75,0,0,0,2000,0,0.242379
10072,0,42,0,0,0,8750,1,0.358473
10073,0,62,0,0,0,1912,0,0.487716
10074,0,54,0,0,0,3091,1,0.682406
10075,0,85,0,0,0,1833,0,0.010905
10076,0,54,2,0,0,37500,3,0.170342
10077,0,30,0,0,0,1,0,1756
10078,0,67,0,0,0,NULL,3,970
10079,0,31,1,0,0,2200,0,0.162653
10080,0,38,0,0,0,2600,3,0.535179
10081,0,37,0,0,0,7000,2,0.282674
10082,0,36,1,0,0,3166,1,0.290496
10083,0,45,0,0,0,9739,0,0.189733
10084,0,39,0,0,0,NULL,0,219
10085,0,31,0,0,0,5750,0,0.330551
10086,0,47,0,0,0,11500,2,0.404052
10087,0,52,1,0,0,15000,1,0.30298
10088,0,46,1,0,1,0,2,728
10089,0,66,0,0,0,NULL,2,4377
10090,0,39,1,0,0,7080,2,0.382714
10091,0,82,0,0,0,NULL,NULL,278
10092,0,61,1,0,0,7000,0,0.416083
10093,0,44,0,0,0,6975,1,0.418148
10094,0,57,0,0,0,7300,1,0.377756
10095,0,62,1,0,0,NULL,NULL,3991
10096,0,57,0,0,0,6998,1,0.332905
10097,0,67,0,0,0,NULL,1,2290
10098,0,53,0,0,0,5797,0,0.612798
10099,0,45,0,0,0,6000,2,0.15864
10100,0,72,0,0,0,6000,1,0.030328
10101,0,82,0,0,0,NULL,0,3
10102,0,61,0,0,0,6000,0,0.019497
10103,0,35,1,0,0,3333,0,0.421116
10104,0,68,0,0,0,NULL,0,3015
10105,0,65,1,0,0,3500,0,0.868038
10106,0,50,0,0,0,NULL,0,2432
10107,0,47,0,0,0,11166,2,0.754366
10108,0,65,1,0,0,10500,0,0.138177
10109,0,47,3,0,0,6866,0,0.33479
10110,0,43,0,0,0,0,0,3278
10111,0,43,4,3,1,22259,0,1.022866
10112,0,42,0,0,0,5666,2,0.251809
10113,0,68,0,0,0,3916,0,0.258616
10114,0,29,0,0,0,3960,2,0.691745
10115,0,46,0,0,0,5625,4,0.186989
10116,0,56,1,0,0,13300,1,0.479062
10117,0,44,1,1,1,8224,2,0.190638
10118,0,73,0,0,0,NULL,NULL,1874
10119,0,51,0,0,0,13094,1,0.503704
10120,0,51,0,0,0,NULL,NULL,3769
10121,0,57,0,0,0,3000,1,0.001333
10122,0,35,0,0,0,7167,0,0.390765
10123,0,49,0,0,0,5054,0,0.55094
10124,0,87,0,0,0,1864,1,0.010724
10125,0,67,0,0,0,NULL,NULL,3237
10126,0,33,0,0,0,4500,0,0.732948
10127,0,57,0,0,0,4359,0,0.109633
10128,0,61,0,0,0,6400,0,0.320731
10129,0,39,0,0,0,5500,2,0.607708
10130,0,63,4,0,0,3600,0,0.376284
10131,0,66,0,0,0,6296,0,0.379387
10132,0,59,0,0,0,11583,1,0.164019
10133,0,59,0,0,0,NULL,0,44
10134,0,62,0,0,0,NULL,0,395
10135,0,43,0,0,0,22499,0,0.214444
10136,0,39,0,0,0,3166,0,0.002526
10137,0,30,0,0,0,7083,0,0.617165
10138,0,49,0,0,0,5465,0,0.313941
10139,0,62,0,0,0,6466,0,0.643111
10140,0,44,1,0,0,11666,4,0.429331
10141,0,40,0,0,0,2806,3,0.730317
10142,0,47,0,0,0,NULL,NULL,1795
10143,0,54,0,0,0,1800,0,1.062188
10144,0,38,0,0,0,10000,1,0.273973
10145,0,48,0,0,0,6500,1,0.300723
10146,0,37,0,0,0,3000,2,0.374209
10147,0,72,0,0,0,8166,0,0.068936
10148,0,50,0,0,0,24090,1,0.362584
10149,0,77,0,0,0,6000,0,0.528745
10150,0,62,0,0,0,8483,0,0.249646
10151,0,81,0,0,0,6400,0,0.808936
10152,0,34,0,0,0,2440,5,0.196641
10153,0,57,0,0,0,3125,0,0.658669
10154,0,61,0,0,0,5867,0,0.278289
10155,0,30,0,0,0,2600,0,0.16263
10156,0,68,0,0,0,8430,0,0.425335
10157,0,29,0,0,0,NULL,0,558
10158,0,27,0,0,0,3500,2,0.274493
10159,0,73,0,0,0,NULL,0,0
10160,0,73,0,0,0,NULL,0,2498
10161,0,53,0,0,0,3330,0,0.451816
10162,0,58,0,0,0,NULL,0,49
10163,0,55,0,0,0,9000,1,0.280302
10164,0,57,0,0,0,NULL,0,2479
10165,0,80,0,0,0,7902,1,0.252942
10166,0,45,0,0,0,2833,0,0.030699
10167,0,34,0,0,0,2400,3,1.034152
10168,0,42,0,0,0,3600,1,0.70647
10169,0,59,2,0,0,6700,0,0.2719
10170,0,63,0,0,0,4800,0,1.256613
10171,0,87,0,0,0,6436,0,0.019108
10172,0,75,0,0,0,5500,0,0.14561
10173,0,47,2,0,0,7083,3,0.206098
10174,0,65,0,0,0,8200,1,0.26509
10175,0,54,0,0,0,3500,0,0.011425
10176,0,31,0,0,0,5000,0,0.516297
10177,0,48,0,0,0,9100,1,0.329414
10178,0,37,0,0,0,1600,1,0.838851
10179,0,61,0,0,0,5199,0,0.343654
10180,0,57,0,0,0,2417,0,1.64847
10181,0,23,1,0,0,898,0,0.014461
10182,0,70,0,0,0,8500,1,0.32208
10183,0,40,0,0,0,NULL,0,795
10184,0,47,3,0,0,15800,0,0.259794
10185,0,48,0,0,1,6945,2,0.262165
10186,0,42,0,0,0,3175,0,0.468199
10187,0,36,0,0,0,4226,0,0.054885
10188,0,45,0,0,0,14233,2,0.382043
10189,0,88,1,0,0,9265,0,0
10190,0,59,0,0,0,4000,0,0.549863
10191,0,27,0,0,0,5800,0,0.007585
10192,0,46,0,0,0,5952,3,0.378129
10193,0,31,0,0,0,NULL,0,484
10194,0,37,0,0,0,9000,0,0.335185
10195,0,54,1,0,0,2035,2,0.076621
10196,0,38,0,0,0,4679,1,0.827564
10197,0,56,1,0,0,17500,3,0.003428
10198,0,38,0,0,0,5000,2,0.497301
10199,0,55,0,0,0,9500,2,0.294916
10200,0,76,0,0,0,10600,0,0.480049
10201,0,40,0,0,0,NULL,0,2468
10202,0,48,0,0,0,NULL,0,245
10203,0,34,0,0,0,3076,0,0.840429
10204,0,68,0,0,0,2500,0,0.337465
10205,0,61,0,0,0,1833,0,0.852236
10206,0,59,0,0,0,3083,0,0.731842
10207,0,64,0,0,0,13750,1,0.33583
10208,0,51,0,0,0,3500,1,0.007998
10209,0,22,0,0,0,NULL,0,0
10210,0,48,1,0,0,NULL,2,3005
10211,0,60,0,0,0,8808,3,0.478601
10212,0,85,0,0,0,3340,1,0.018557
10213,0,37,1,0,0,1900,0,0.067859
10214,0,66,0,0,0,2000,0,0.214393
10215,0,29,0,0,0,NULL,0,1394
10216,0,53,0,0,0,NULL,0,509
10217,0,55,0,0,0,6128,0,0.227117
10218,0,21,0,0,0,NULL,0,7
10219,0,57,0,0,0,7000,0,0.503928
10220,0,40,0,0,0,6236,3,0.324194
10221,0,56,0,0,0,10600,0,0.380247
10222,0,77,0,0,0,2253,0,0.413931
10223,0,54,0,0,0,9166,2,0.2509
10224,0,27,0,0,0,4416,0,0.179534
10225,0,58,1,0,0,NULL,0,65
10226,0,63,1,0,0,5252,1,0.087569
10227,0,33,0,0,0,8000,0,0.498688
10228,0,37,0,0,0,4500,2,0.359698
10229,0,77,0,0,0,7900,0,0.559043
10230,0,25,0,0,0,2583,0,0.241099
10231,0,60,0,0,0,4000,0,0.522619
10232,0,63,0,0,0,3430,0,0.725153
10233,0,66,0,0,0,4000,0,0.717571
10234,0,61,0,0,0,12216,1,0.392322
10235,0,48,1,0,0,1107,2,0.088448
10236,0,37,0,0,0,4000,0,0.858785
10237,0,33,0,0,0,5833,0,0.139356
10238,0,54,0,0,0,NULL,0,1100
10239,0,37,0,0,0,2500,0,0.460616
10240,0,71,0,0,0,10500,1,0.564994
10241,0,52,0,0,0,6649,2,0.163459
10242,0,57,1,0,0,NULL,0,1136
10243,0,51,0,0,0,2487,1,0.56873
10244,0,46,0,0,0,5666,1,0.118405
10245,0,26,2,0,0,1920,0,0.169183
10246,0,51,0,0,0,7000,0,0.101414
10247,0,31,1,2,1,NULL,0,813
10248,0,72,0,0,0,0,0,1189
10249,0,40,0,0,0,0,0,45
10250,0,36,0,0,0,8175,4,0.043175
10251,0,75,0,0,0,4035,0,0.463578
10252,0,61,0,0,0,5537,1,0.197544
10253,0,34,0,0,0,8242,0,0.130535
10254,0,32,0,0,0,1850,1,1.134522
10255,0,28,0,0,0,NULL,0,0
10256,0,44,0,0,0,8100,3,0.144056
10257,0,42,0,0,0,2270,2,1.225011
10258,0,67,0,0,0,3490,1,0.553423
10259,0,83,0,0,0,NULL,0,18
10260,0,52,0,0,0,10500,0,0.140844
10261,0,74,0,0,0,4500,0,0.001777
10262,0,39,0,0,0,3500,1,0.58469
10263,0,25,0,0,0,1786,0,0.165081
10264,0,37,0,0,0,9500,1,0.553415
10265,0,42,0,0,0,7439,0,0.471371
10266,0,48,0,0,0,NULL,0,0
10267,0,55,0,0,0,5000,0,0.958208
10268,0,40,0,1,0,1436,0,0.261656
10269,0,38,3,1,0,NULL,0,565
10270,0,44,0,0,0,4000,3,0.014496
10271,0,75,0,0,0,NULL,0,40
10272,0,45,0,0,0,11061,2,0.494757
10273,0,34,0,0,1,5217,2,0.370257
10274,0,70,0,0,0,2473,0,0
10275,0,37,0,0,0,4800,1,0.564257
10276,0,28,0,3,2,NULL,0,151
10277,0,49,0,0,0,1308,1,1.093201
10278,0,52,0,0,0,3200,0,0.226804
10279,0,77,0,0,0,2545,0,0.292223
10280,0,34,0,0,0,1283,0,0.01324
10281,0,50,0,0,0,6000,0,0.410598
10282,0,51,0,0,0,NULL,0,618
10283,0,55,1,0,0,8000,0,0.652793
10284,0,57,0,0,0,8166,0,0.297906
10285,0,71,0,0,0,5999,0,0.349833
10286,0,56,0,0,0,16042,3,0.078539
10287,0,38,1,0,0,2497,0,0.459167
10288,0,68,0,0,0,NULL,0,1934
10289,0,35,1,0,0,3600,2,0.186893
10290,0,43,0,0,1,5133,1,0.063498
10291,0,53,0,0,0,5833,0,0.278197
10292,0,35,0,0,0,7790,0,0.667822
10293,0,82,0,0,0,NULL,0,1029
10294,0,27,0,0,0,2539,0,0.208661
10295,0,28,0,0,0,NULL,0,112
10296,0,48,2,0,1,12500,0,0.358771
10297,0,36,0,0,0,5700,0,0.4087
10298,0,50,0,0,0,NULL,0,2701
10299,0,51,0,0,0,12916,3,0.49609
10300,0,29,0,0,0,3750,1,0.263396
10301,0,51,0,0,0,6565,0,0.751295
10302,0,36,0,0,0,NULL,0,2240
10303,0,47,0,0,0,6221,2,0.725329
10304,0,47,0,0,0,7916,0,0.242263
10305,0,78,0,0,0,NULL,NULL,41
10306,0,30,0,0,0,NULL,0,487
10307,0,48,0,0,0,3056,1,0.180242
10308,0,43,0,0,0,6599,0,0.388182
10309,0,82,0,0,0,2000,0,0.001999
10310,0,43,0,0,0,9166,3,0.370023
10311,0,37,0,0,0,6122,2,0.614731
10312,0,60,0,0,0,6958,0,0.298175
10313,0,42,0,0,0,8500,1,0.639337
10314,0,35,0,0,0,6800,0,0.314513
10315,0,30,0,0,0,11145,0,0.268527
10316,0,63,0,0,0,13750,0,0.310741
10317,0,33,1,0,0,2800,0,0.116387
10318,0,58,0,0,0,18600,0,0.191441
10319,0,73,0,0,0,NULL,NULL,61
10320,0,30,3,0,0,0,1,886
10321,0,54,0,0,0,14800,3,0.650564
10322,0,48,0,0,0,12611,3,0.27791
10323,0,68,0,0,0,NULL,NULL,1327
10324,0,47,1,0,0,0,0,1729
10325,0,32,0,0,0,10000,2,0.308569
10326,0,50,0,0,0,4266,0,1.082025
10327,0,27,0,0,0,5726,0,0.090623
10328,0,56,0,0,0,3602,2,0.480711
10329,0,43,0,0,0,4009,0,0.482294
10330,0,37,0,0,0,5563,2,0.733645
10331,0,52,0,0,0,333,0,5.733533
10332,0,67,0,0,0,6000,1,0.005166
10333,0,50,0,0,0,4200,1,0.669126
10334,0,57,0,0,0,6666,1,0.125844
10335,0,65,0,0,0,NULL,0,869
10336,0,23,0,0,0,501,0,0.007968
10337,0,52,0,0,0,NULL,2,41
10338,0,67,0,0,0,1983,0,0.373992
10339,0,51,0,0,0,3762,0,0.465586
10340,0,44,0,0,0,11833,3,0.196637
10341,0,65,0,0,0,NULL,0,104
10342,0,67,0,0,0,7350,1,0.527547
10343,0,47,0,0,0,3700,0,0.463929
10344,0,48,7,0,3,8916,2,0.501738
10345,0,27,0,0,0,1900,0,0.15676
10346,0,67,0,0,0,NULL,NULL,2383
10347,0,52,0,0,0,5833,2,0.250943
10348,0,25,0,0,0,894,0,0.010056
10349,0,49,0,0,0,6700,2,0.366512
10350,0,78,0,0,0,NULL,0,25
10351,0,40,0,0,0,1583,0,1.579545
10352,0,50,0,0,0,6948,2,0.764427
10353,0,54,0,0,0,2400,0,0.322366
10354,0,62,0,0,0,2100,0,1.628748
10355,0,41,0,0,0,8000,0,0.394951
10356,0,38,0,0,0,1036,0,1.053038
10357,0,67,0,0,0,NULL,NULL,1818
